frame_idx,camera_id,t_arrival,t_inference_start,t_inference_end,gpu_mem_before_mb,gpu_mem_after_mb,num_persons,avg_confidence,wrist_keypoints
729,GF-16-CAM-18,33612.155670519,33612.1567793,33612.213568916,38.3330078125,38.3330078125,0,,0
731,GF-16-CAM-18,33612.374122856,33612.37523404,33612.403555929,38.3330078125,38.3330078125,0,,0
733,GF-16-CAM-18,33612.620574481,33612.621335879,33612.66788953,38.3330078125,38.3330078125,0,,0
735,GF-16-CAM-18,33612.796295602,33612.797233695,33612.846787953,38.3330078125,38.3330078125,0,,0
737,GF-16-CAM-18,33613.033099165,33613.038705615,33613.085472175,38.3330078125,38.3330078125,0,,0
739,GF-16-CAM-18,33613.274406959,33613.277849772,33613.320666409,38.3330078125,38.3330078125,0,,0
741,GF-16-CAM-18,33613.511377876,33613.514372541,33613.556169143,38.3330078125,38.3330078125,0,,0
743,GF-16-CAM-18,33613.720735271,33613.722066879,33613.756502384,38.3330078125,38.3330078125,0,,0
745,GF-16-CAM-18,33613.947526479,33613.951124842,33614.005154171,38.3330078125,38.3330078125,0,,0
747,GF-16-CAM-18,33614.215604606,33614.216548347,33614.313799887,38.3330078125,38.3330078125,0,,0
749,GF-16-CAM-18,33614.502308575,33614.504486794,33614.613136859,38.3330078125,38.3330078125,0,,0
751,GF-16-CAM-18,33614.863649703,33614.865947654,33614.918967622,38.3330078125,38.3330078125,0,,0
753,GF-16-CAM-18,33615.097379525,33615.098252353,33615.14168773,38.3330078125,38.3330078125,0,,0
755,GF-16-CAM-18,33615.393461053,33615.394175847,33615.430593151,38.3330078125,38.3330078125,0,,0
757,GF-16-CAM-18,33615.804841088,33615.806339739,33615.902682405,38.3330078125,38.3330078125,0,,0
759,GF-16-CAM-18,33616.123805534,33616.124510568,33616.182383499,38.3330078125,38.3330078125,0,,0
761,GF-16-CAM-18,33616.368199272,33616.369054452,33616.413061525,38.3330078125,38.3330078125,0,,0
763,GF-16-CAM-18,33616.703328225,33616.704274997,33616.736950988,38.3330078125,38.3330078125,0,,0
765,GF-16-CAM-18,33616.88611115,33616.886885732,33616.920482492,38.3330078125,38.3330078125,0,,0
767,GF-16-CAM-18,33617.108506394,33617.109274314,33617.165088666,38.3330078125,38.3330078125,0,,0
769,GF-16-CAM-18,33617.413595105,33617.41433329,33617.450695359,38.3330078125,38.3330078125,0,,0
771,GF-16-CAM-18,33617.668316765,33617.669820794,33617.745448502,38.3330078125,38.3330078125,0,,0
773,GF-16-CAM-18,33617.968486847,33617.96930999,33618.002424977,38.3330078125,38.3330078125,0,,0
775,GF-16-CAM-18,33618.231986402,33618.232777678,33618.271551931,38.3330078125,38.3330078125,0,,0
777,GF-16-CAM-18,33618.507058496,33618.508431664,33618.557955065,38.3330078125,38.3330078125,0,,0
779,GF-16-CAM-18,33618.774591907,33618.776209705,33618.849929345,38.3330078125,38.3330078125,0,,0
781,GF-16-CAM-18,33619.037517897,33619.03816394,33619.071543344,38.3330078125,38.3330078125,0,,0
783,GF-16-CAM-18,33619.249398293,33619.251436355,33619.314993968,38.3330078125,38.3330078125,0,,0
785,GF-16-CAM-18,33619.428485038,33619.430436929,33619.485466606,38.3330078125,38.3330078125,0,,0
